name,prompt,negative_prompt
r1073,"modern, tasty, attractive food photography of Spicy Buffalo Turkey Mince Crunch Burger & Wedges, turkey mince, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1077,"modern, tasty, attractive food photography of Peri-Peri Salmon Fillet Crunch Burger & Wedges, salmon fillet, burger bun, potatoes, eggs, cornflour, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, burger, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1080,"modern, tasty, attractive food photography of Chipotle Turkey Mince Protein Pasta Pot, turkey mince, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1081,"modern, tasty, attractive food photography of Spicy Tomato Chicken Breast Protein Pasta Pot, chicken breast, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1082,"modern, tasty, attractive food photography of Italian Herb Tofu Protein Pasta Pot, tofu, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1083,"modern, tasty, attractive food photography of Cajun Tofu Protein Pasta Pot, tofu, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1084,"modern, tasty, attractive food photography of Cajun Chicken Breast Protein Pasta Pot, chicken breast, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1085,"modern, tasty, attractive food photography of Cajun Prawns Protein Pasta Pot, prawns, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1086,"modern, tasty, attractive food photography of Chipotle Chicken Breast Protein Pasta Pot, chicken breast, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1087,"modern, tasty, attractive food photography of Creamy Garlic Tofu Protein Pasta Pot, tofu, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1088,"modern, tasty, attractive food photography of Spicy Tomato Prawns Protein Pasta Pot, prawns, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1090,"modern, tasty, attractive food photography of Spicy Tomato Salmon Fillet Protein Pasta Pot, salmon fillet, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1091,"modern, tasty, attractive food photography of Cajun Turkey Mince Protein Pasta Pot, turkey mince, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1092,"modern, tasty, attractive food photography of Creamy Garlic Salmon Fillet Protein Pasta Pot, salmon fillet, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1096,"modern, tasty, attractive food photography of Creamy Garlic Turkey Mince Protein Pasta Pot, turkey mince, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1097,"modern, tasty, attractive food photography of Spicy Tomato Turkey Mince Protein Pasta Pot, turkey mince, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
r1099,"modern, tasty, attractive food photography of Creamy Garlic Prawns Protein Pasta Pot, prawns, wholewheat pasta, bell pepper, mushroom, red onion, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, lunch, dinner, pasta, high-protein","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
s5000,"modern, tasty, attractive food photography of Greek Yoghurt & Berry Protein Pot, greek yoghurt, berries, protein powder, honey, social media ready, editorial food styling, soft natural light, shallow depth of field, crisp focus, clean background, vibrant but realistic colors, plated beautifully, minimal props, subtle garnish, hero shot, 45 degree angle, composition centered, 4:5 portrait, appetizing, snack, snack, high-protein, quick","blurry, lowres, text, watermark, logo, people, hands, deformed, extra fingers, bad anatomy, oversaturated, messy plating"
